,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,123.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,80,26,0.5094339574581702,0.09249563691754306,12.213483146067416,0.5906163753449862,5.121639808564961,12.213483146067416,642,1087,3.0065176908752327,3,7.60625574977001
1,321.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,43,17,0.43333332611111125,0.12474012448078976,15.551724137931034,0.6075388026607539,6.463705176236715,15.551724137931034,274,451,3.0183066361556063,4,7.643015521064301
2,2345.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,26,31,-0.08771929670667901,0.0698529410908665,9.525641025641026,0.5208613728129206,4.018600959381579,9.525641025641026,387,741,2.695774647887324,4,7.113360323886639
3,4321.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,38,31,0.10144927389203952,0.07557502729947971,13.619047619047619,0.5431235431235432,5.664868464868466,13.619047619047619,466,856,2.7494033412887826,7,7.322429906542056
4,432.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,38,31,0.10144927389203952,0.07557502729947971,13.619047619047619,0.5431235431235432,5.664868464868466,13.619047619047619,466,856,2.7494033412887826,7,7.322429906542056
5,2893.8,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,47,16,0.4920634842529606,0.07455621292951928,11.08695652173913,0.5320261437908497,4.647593066211992,11.08695652173913,407,764,2.784844384303112,6,7.359947643979058
6,3355.6,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,37,14,0.45098038331411017,0.06049822056880401,13.722222222222221,0.5883940620782726,5.724246513720198,13.722222222222221,436,739,2.899441340782123,2,7.539918809201624
7,3817.4,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,63,10,0.7260273873146933,0.0632582321808854,10.46,0.5420650095602294,4.4008260038240925,10.46,567,1040,2.7478176527643066,5,7.410576923076923
8,4279.2,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,13,4,0.5294117335640156,0.04076738599336358,12.89655172413793,0.48128342245989303,5.351134058639129,12.89655172413793,180,374,2.682191780821918,2,7.074866310160428
9,4741.0,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,26,49,-0.30666666257777786,0.09305210906569217,13.218181818181819,0.5708390646492435,5.515608353132425,13.218181818181819,415,724,2.797202797202797,7,7.443370165745856
10,5202.8,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,17,12,0.17241378715814526,0.07816711569227193,10.34375,0.48338368580060426,4.330853474320242,10.34375,160,329,2.7196261682242993,5,7.179331306990881
11,5664.6,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,35,18,0.3207547109291564,0.055730809615425016,12.941176470588236,0.4943181818181818,5.374197860962568,12.941176470588236,435,877,2.6615384615384614,8,6.891676168757127
12,6126.4,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,27,7,0.5882352768166096,0.06692913372651746,15.892857142857142,0.5393258426966292,6.5728731942215095,15.892857142857142,240,444,2.7695961995249405,2,7.11936936936937
